Gene_Name,F-Statistic,p-value (ANOVA),Chi-Square Statistic,p-value (Chi-Squared Test),Correlation Coefficient,p-value (Pearson Correlation)
OGDH.1,6.131274644905584,5.846295013405153e-07,1.5069741171877948,0.9925914102166169,0.3128372576474378,1.6199730014164707e-05
OGDH.7,6.131274644905584,5.846295013405153e-07,1.5069741171877948,0.9925914102166169,0.3128372576474378,1.6199730014164707e-05
SERPINB6,6.130090725666336,5.865423384017837e-07,3.8911888992412496,0.8668048476894441,0.0027092992527365982,0.9709636930512597
SRGAP2.4,6.130046882042505,5.866132964831027e-07,6.044767291243219,0.6422171554216539,0.29160362022030667,6.198981868909649e-05
SRGAP2.12,6.130046882042505,5.866132964831027e-07,6.044767291243219,0.6422171554216539,0.29160362022030667,6.198981868909649e-05
SRGAP2,6.130046882042505,5.866132964831027e-07,6.044767291243219,0.6422171554216539,0.29160362022030667,6.198981868909649e-05
SRGAP2.8,6.130046882042505,5.866132964831027e-07,6.044767291243219,0.6422171554216539,0.29160362022030667,6.198981868909649e-05
SEC11A,6.127209043489124,5.912245653678504e-07,0.6730719631475447,0.9995910607962089,0.24418543576243487,0.0008646702003738183
CD59,6.12494745498006,5.949255597713128e-07,4.572938504146476,0.8020922595112772,-0.2556420384185753,0.00047801130231482885
CD59.3,6.12494745498006,5.949255597713128e-07,4.572938504146476,0.8020922595112772,-0.2556420384185753,0.00047801130231482885
CD59.6,6.12494745498006,5.949255597713128e-07,4.572938504146476,0.8020922595112772,-0.2556420384185753,0.00047801130231482885
TNFSF12,6.122600618249308,5.987906934012313e-07,14.237303772174302,0.07578604263962256,0.37897837380470395,1.2213355634200936e-07
ME3,6.107878514648379,6.236201080368393e-07,3.825872516160776,0.8724820957277606,-0.3190307805070527,1.0737027261330094e-05
USP4,6.105126904455104,6.283743879464394e-07,0.5462719544876877,0.9998134281904351,0.1722084086396028,0.019749577476717656
FAM120A.60,6.103658697043146,6.309260769577176e-07,0.6876005575449996,0.9995571433063328,0.22976106905432325,0.001755104120013443
FAM120A.44,6.103658697043146,6.309260769577176e-07,0.6876005575449996,0.9995571433063328,0.22976106905432325,0.001755104120013443
FAM120A.12,6.103658697043146,6.309260769577176e-07,0.6876005575449996,0.9995571433063328,0.22976106905432325,0.001755104120013443
FAM120A.28,6.103658697043146,6.309260769577176e-07,0.6876005575449996,0.9995571433063328,0.22976106905432325,0.001755104120013443
FAM120A.20,6.103658697043146,6.309260769577176e-07,0.6876005575449996,0.9995571433063328,0.22976106905432325,0.001755104120013443
FAM120A.36,6.103658697043146,6.309260769577176e-07,0.6876005575449996,0.9995571433063328,0.22976106905432325,0.001755104120013443
FAM120A.52,6.103658697043146,6.309260769577176e-07,0.6876005575449996,0.9995571433063328,0.22976106905432325,0.001755104120013443
FAM120A.4,6.103658697043146,6.309260769577176e-07,0.6876005575449996,0.9995571433063328,0.22976106905432325,0.001755104120013443
CEP290,6.091827642270912,6.518719724237399e-07,0.7107416267544437,0.9994990509116447,-0.3572324523170279,6.897567396440984e-07
IRF4,6.091332315631636,6.52763998712881e-07,2.1019684515922026,0.9777251725039602,0.16491158145772455,0.02568821767513503
CAMLG,6.087109274057455,6.604192258218466e-07,0.8918929192246102,0.9988434531719902,-0.275959376697705,0.00015606219646299631
CSF1R,6.086303158037922,6.618907235677452e-07,3.2819655091010653,0.9154373194848197,0.1475383121802652,0.0462498132386253
RP2.3,6.0815737511081425,6.705905157719337e-07,1.3373817871297762,0.9950903192034274,0.16135941224646377,0.029095300594282596
RP2.1,6.0815737511081425,6.705905157719337e-07,1.3373817871297762,0.9950903192034274,0.16135941224646377,0.029095300594282596
MAP3K3,6.081432887311438,6.708513920615064e-07,1.7370959713573244,0.9880383981135125,-0.0175173478847913,0.8139257661875623
ACSBG1.2,6.078600268034769,6.761190458765215e-07,11.465986287318694,0.1766672545316569,0.07488916990444244,0.313667781316103
ACSBG1,6.078600268034769,6.761190458765215e-07,11.465986287318694,0.1766672545316569,0.07488916990444244,0.313667781316103
ATP6V1E2,6.0729785952960205,6.866968390283131e-07,0.8704970439690541,0.9989416197577271,-0.020068352857122263,0.7874321602353114
ATP6V1E2.2,6.0729785952960205,6.866968390283131e-07,0.8704970439690541,0.9989416197577271,-0.020068352857122263,0.7874321602353114
LRMP,6.059811893063564,7.121273521636004e-07,0.8795988528077472,0.9989006045643107,0.017455017421869196,0.8145758855047527
MARCKS,6.059773189923042,7.122034834612344e-07,12.513504884429922,0.12972087824728212,0.2777687328766863,0.0001406454227356141
MARCKS.6,6.059773189923042,7.122034834612344e-07,12.513504884429922,0.12972087824728212,0.2777687328766863,0.0001406454227356141
MARCKS.3,6.059773189923042,7.122034834612344e-07,12.513504884429922,0.12972087824728212,0.2777687328766863,0.0001406454227356141
CYBA,6.05799991727343,7.157004035336217e-07,1.04941067577464,0.9979165068728395,0.22610300377222525,0.002086312432445498
CTNNBIP1,6.057618942604246,7.164539412941468e-07,1.0594964454862077,0.997843803650083,-0.2715549022904199,0.0002004292445291076
HDLBP,6.047603450232662,7.365525161801015e-07,0.4953940932005828,0.9998712421726217,0.3690367410797522,2.737954708426696e-07
FKBP1A,6.045837747469539,7.401541747659462e-07,0.514315663773872,0.9998515327730805,0.3176166257666294,1.1803711245752585e-05
BCL2L11.11,6.043575222023774,7.447951406437888e-07,2.2853556479997827,0.9709901667334304,0.344362443675398,1.8119568353020716e-06
BCL2L11.15,6.043575222023774,7.447951406437888e-07,2.2853556479997827,0.9709901667334304,0.344362443675398,1.8119568353020716e-06
BCL2L11.7,6.043575222023774,7.447951406437888e-07,2.2853556479997827,0.9709901667334304,0.344362443675398,1.8119568353020716e-06
BCL2L11.3,6.043575222023774,7.447951406437888e-07,2.2853556479997827,0.9709901667334304,0.344362443675398,1.8119568353020716e-06
PEX12,6.042917173314043,7.461504358692102e-07,0.8161518732420379,0.9991644746890154,-0.2745724545117048,0.0001689323126998227
HDAC2,6.01997889570001,7.949756754144327e-07,0.45062164187942655,0.9999102708140372,-0.09581088120806255,0.1969830774252618
IL2RG,6.0178080617065515,7.997596172040402e-07,1.955033642547407,0.982359484980179,-0.06338193521160684,0.39399365182024426
SIAH1.1,6.013070029906586,8.103017485125554e-07,0.5460999101849076,0.9998136504128347,-0.36527557289759705,3.690033051559107e-07
SIAH1.3,6.013070029906586,8.103017485125554e-07,0.5460999101849076,0.9998136504128347,-0.36527557289759705,3.690033051559107e-07
SRGAP1.12,6.012684159049922,8.111664398124206e-07,20.185637390146344,0.009656082275255167,0.36696119921577774,3.229609751318783e-07
SRGAP1.8,6.012684159049922,8.111664398124206e-07,20.185637390146344,0.009656082275255167,0.36696119921577774,3.229609751318783e-07
SRGAP1.4,6.012684159049922,8.111664398124206e-07,20.185637390146344,0.009656082275255167,0.36696119921577774,3.229609751318783e-07
SRGAP1,6.012684159049922,8.111664398124206e-07,20.185637390146344,0.009656082275255167,0.36696119921577774,3.229609751318783e-07
ACSL1,6.001219013017441,8.372861577529857e-07,3.5003829687169903,0.8991599258678545,0.35651495644103326,7.287366550571331e-07
F5.1,6.000293309223705,8.394316170394085e-07,5.2417435576290305,0.7314533757100665,0.2317823209611474,0.0015933866984833985
F5.3,6.000293309223705,8.394316170394085e-07,5.2417435576290305,0.7314533757100665,0.2317823209611474,0.0015933866984833985
CMTM7,5.998790988910706,8.429252422341029e-07,0.978084565669641,0.9983830827612153,-0.08880172827254058,0.23192325019200954
LOC101928343.1,5.989727673561851,8.643141606939382e-07,7.027011309818202,0.5337211750565118,0.27068056481671826,0.00021053005965896018
LOC101928343.3,5.989727673561851,8.643141606939382e-07,7.027011309818202,0.5337211750565118,0.27068056481671826,0.00021053005965896018
DENND4B,5.988075728176183,8.682710485807948e-07,0.6367407372081958,0.9996677202889771,0.16309307024011357,0.027387092661131533
SBNO2,5.985995866396216,8.73278829150084e-07,4.239597832577973,0.8348848708243827,0.06187752494837828,0.40533799509117996
PRF1,5.985450708511027,8.745962273061645e-07,1.5962363742749994,0.990992109482885,-0.01384857288215795,0.8523935856986151
ZNF321P.1,5.983139266784447,8.802041591645085e-07,3.580166731895553,0.8928796367350634,-0.29282265994305506,5.755414993371789e-05
ZNF321P.3,5.983139266784447,8.802041591645085e-07,3.580166731895553,0.8928796367350634,-0.29282265994305506,5.755414993371789e-05
PXK,5.982863527336023,8.808755565679282e-07,1.7395964270060054,0.9879810287916285,0.11931758787041734,0.1076620746784947
PXK.2,5.982863527336023,8.808755565679282e-07,1.7395964270060054,0.9879810287916285,0.11931758787041734,0.1076620746784947
ITPR2.4,5.981744309186681,8.836060285289064e-07,3.680624670054704,0.8847284208805678,-0.2707513597111186,0.00020969488660413355
ITPR2.7,5.981744309186681,8.836060285289064e-07,3.680624670054704,0.8847284208805678,-0.2707513597111186,0.00020969488660413355
ITPR2.1,5.981744309186681,8.836060285289064e-07,3.680624670054704,0.8847284208805678,-0.2707513597111186,0.00020969488660413355
IGF1R.1,5.980713912839541,8.86127330571069e-07,11.354682404973119,0.18240074379914728,-0.2210814060354601,0.002633662943728694
IGF1R.3,5.980713912839541,8.86127330571069e-07,11.354682404973119,0.18240074379914728,-0.2210814060354601,0.002633662943728694
FCER2,5.974874139382304,9.005540804031383e-07,8.109018383583162,0.4228940372732702,0.2713074723884459,0.0002032408998903888
FCER2.2,5.974874139382304,9.005540804031383e-07,8.109018383583162,0.4228940372732702,0.2713074723884459,0.0002032408998903888
ATG7,5.97448493924231,9.015239226479779e-07,4.997174553324149,0.7578780784295681,0.19364070346837559,0.008627285367502345
GNG7,5.96363021556424,9.289998046058949e-07,2.987997909843528,0.9351084796020055,-0.24069448753225942,0.001030254958630664
PRKACA,5.958842199917381,9.41385482329043e-07,1.715911459794089,0.9885174124607424,0.2854402511089295,8.976718138669769e-05
CYP2E1,5.954005660299894,9.54065227798732e-07,4.400177193385516,0.8193349998867332,0.01333901726256865,0.8577662152729341
C9orf72.3,5.951871244892476,9.597153976904955e-07,11.564325228097806,0.17172658828194137,0.22545832662124046,0.0021502572893680317
C9orf72.1,5.951871244892476,9.597153976904955e-07,11.564325228097806,0.17172658828194137,0.22545832662124046,0.0021502572893680317
SLC2A5.1,5.951630947241705,9.603536104265946e-07,5.546232648264999,0.6979125979348048,-0.19124953706529152,0.009502341537633541
SLC2A5.3,5.951630947241705,9.603536104265946e-07,5.546232648264999,0.6979125979348048,-0.19124953706529152,0.009502341537633541
PAFAH1B3,5.94878143160221,9.679543174389406e-07,2.062268229015387,0.9790431779174082,-0.221720435533496,0.00255743446831272
FECH.3,5.947033925163373,9.726454437612666e-07,2.020087122741462,0.9803898447258913,0.002829936123153936,0.969671398975919
FECH.1,5.947033925163373,9.726454437612666e-07,2.020087122741462,0.9803898447258913,0.002829936123153936,0.969671398975919
AHCYL1.4,5.94532597118278,9.77252476168963e-07,0.5654353879768896,0.9997874579323083,0.08339075057710144,0.26172839758126254
AHCYL1.7,5.94532597118278,9.77252476168963e-07,0.5654353879768896,0.9997874579323083,0.08339075057710144,0.26172839758126254
AHCYL1.1,5.94532597118278,9.77252476168963e-07,0.5654353879768896,0.9997874579323083,0.08339075057710144,0.26172839758126254
TGFB1.3,5.944376321842187,9.798235412297218e-07,1.6183001763106584,0.9905648747175033,0.11186075346918174,0.13165926303989578
TGFB1.1,5.944376321842187,9.798235412297218e-07,1.6183001763106584,0.9905648747175033,0.11186075346918174,0.13165926303989578
RBBP6.2,5.9409146502201144,9.892533168255105e-07,0.9247370571141917,0.9986806209533305,-0.29676291714832953,4.517048303033756e-05
RBBP6,5.9409146502201144,9.892533168255105e-07,0.9247370571141917,0.9986806209533305,-0.29676291714832953,4.517048303033756e-05
TGFA.3,5.9305454101309,1.0180491229314264e-06,5.90994953348141,0.6573182788249026,0.059486560960774745,0.42376067904873527
TGFA.1,5.9305454101309,1.0180491229314264e-06,5.90994953348141,0.6573182788249026,0.059486560960774745,0.42376067904873527
MAP4K5,5.930074253363761,1.019377374584168e-06,0.7745525661968052,0.999311019854329,-0.18065576623839416,0.01439347343780508
MAP4K5.2,5.930074253363761,1.019377374584168e-06,0.7745525661968052,0.999311019854329,-0.18065576623839416,0.01439347343780508
COCH.7,5.928448516038333,1.0239739272813319e-06,9.99812122152881,0.2651578057994722,-0.07786524577271393,0.2947697247653812
COCH.4,5.928448516038333,1.0239739272813319e-06,9.99812122152881,0.2651578057994722,-0.07786524577271393,0.2947697247653812
COCH.1,5.928448516038333,1.0239739272813319e-06,9.99812122152881,0.2651578057994722,-0.07786524577271393,0.2947697247653812
LOC284219,5.927758966043011,1.0259298236995885e-06,2.9937532758866188,0.9347489486118784,0.1286938780445264,0.08252201023941605
TAF7,5.926293693204877,1.0300985218127587e-06,0.45607691542465745,0.9999060498385149,-0.34620402613751244,1.5821988411283691e-06
NAIP.1,5.926290396778806,1.0301079193073221e-06,1.7842035702705779,0.9869278490262292,0.1372469554874805,0.06392572818956746
NAIP.3,5.926290396778806,1.0301079193073221e-06,1.7842035702705779,0.9869278490262292,0.1372469554874805,0.06392572818956746
MLEC.1,5.9199499996570735,1.048343638439226e-06,0.7637720600695401,0.9993458066227245,-0.0016834599170107126,0.9819554705988986
MLEC.3,5.9199499996570735,1.048343638439226e-06,0.7637720600695401,0.9993458066227245,-0.0016834599170107126,0.9819554705988986
GPX1,5.917417372264487,1.0557181482527895e-06,0.841345786460351,0.9990657571577134,0.12042749788528734,0.10440452110152443
