Gene_Name,F-Statistic,p-value (ANOVA),Chi-Square Statistic,p-value (Chi-Squared Test),Correlation Coefficient,p-value (Pearson Correlation)
SLC8A1.17,7.831610529619014,5.757124178434941e-09,15.528690391448373,0.04964477858125026,0.2397773678102829,0.0010783408784095889
SLC8A1.2,7.831610529619014,5.757124178434941e-09,15.528690391448373,0.04964477858125026,0.2397773678102829,0.0010783408784095889
SLC8A1.7,7.831610529619014,5.757124178434941e-09,15.528690391448373,0.04964477858125026,0.2397773678102829,0.0010783408784095889
SLC8A1.22,7.831610529619014,5.757124178434941e-09,15.528690391448373,0.04964477858125026,0.2397773678102829,0.0010783408784095889
SLC8A1.12,7.831610529619014,5.757124178434941e-09,15.528690391448373,0.04964477858125026,0.2397773678102829,0.0010783408784095889
EFNA1,7.5973618331021955,1.078178653340369e-08,17.214637553882504,0.027950080122388487,-0.22984007461479314,0.0017485119586665944
MN1,7.469874179541963,1.5189766446756855e-08,16.66378556213623,0.03380680805192384,-0.2873611945644982,8.00568837315074e-05
S100P,7.342192430771123,2.143036840528775e-08,18.82534726225401,0.015822118851358244,0.23577146956816167,0.001313465447328019
CD96,7.295869547718565,2.4286012895736723e-08,18.249997370095738,0.019428357109616785,-0.16063126120323168,0.029839426788807924
CD96.2,7.295869547718565,2.4286012895736723e-08,18.249997370095738,0.019428357109616785,-0.16063126120323168,0.029839426788807924
PTPRG.1,7.292455728948306,2.4511048390727288e-08,27.158515187548986,0.0006637758088074792,0.1609394941884633,0.029522473922730743
PTPRG.3,7.292455728948306,2.4511048390727288e-08,27.158515187548986,0.0006637758088074792,0.1609394941884633,0.029522473922730743
SLC11A1,7.132851478185763,3.775209875089736e-08,19.881055672256185,0.010795546109636322,0.23227399863807183,0.0015561631098710627
MARCO,6.893359008036074,7.236197848750363e-08,16.93975471891316,0.03074255842630603,0.3729985068752841,1.991215311164789e-07
UMODL1,6.804523774720961,9.218317138812418e-08,25.983345130813163,0.0010572141137489453,-0.30059618800413507,3.556413465701e-05
SLC8A1.10,6.617838390533622,1.5351975980550063e-07,19.777985395026516,0.01120944578602113,0.28148699356251455,0.00011332213066852629
SLC8A1,6.617838390533622,1.5351975980550063e-07,19.777985395026516,0.01120944578602113,0.28148699356251455,0.00011332213066852629
SLC8A1.20,6.617838390533622,1.5351975980550063e-07,19.777985395026516,0.01120944578602113,0.28148699356251455,0.00011332213066852629
SLC8A1.15,6.617838390533622,1.5351975980550063e-07,19.777985395026516,0.01120944578602113,0.28148699356251455,0.00011332213066852629
SLC8A1.5,6.617838390533622,1.5351975980550063e-07,19.777985395026516,0.01120944578602113,0.28148699356251455,0.00011332213066852629
LOC643201.3,6.5335942140111225,1.933604624438308e-07,23.610132367478304,0.002663172239832149,0.20047892633748918,0.0065059675773024616
LOC643201.1,6.5335942140111225,1.933604624438308e-07,23.610132367478304,0.002663172239832149,0.20047892633748918,0.0065059675773024616
F5.2,6.512963101163619,2.0461134331297699e-07,15.638492369862076,0.04785653922725583,0.20649620171435729,0.0050382251123429036
F5,6.512963101163619,2.0461134331297699e-07,15.638492369862076,0.04785653922725583,0.20649620171435729,0.0050382251123429036
PTPRN2.1,6.489034371666362,2.184885430501654e-07,19.246162251370226,0.013597181883291252,0.34163290673997,2.211772974165244e-06
PTPRN2.3,6.489034371666362,2.184885430501654e-07,19.246162251370226,0.013597181883291252,0.34163290673997,2.211772974165244e-06
ZNF135.1,6.38865658433088,2.8780961542603366e-07,15.848972748957197,0.04459349870976326,-0.27133290799389903,0.0002029501784835078
ZNF135.3,6.38865658433088,2.8780961542603366e-07,15.848972748957197,0.04459349870976326,-0.27133290799389903,0.0002029501784835078
DNTT.1,6.2346966700007656,4.3959833453992917e-07,24.84892870491935,0.0016488698700329095,-0.2808177501852853,0.00011784124924471121
DNTT.3,6.2346966700007656,4.3959833453992917e-07,24.84892870491935,0.0016488698700329095,-0.2808177501852853,0.00011784124924471121
CD163,6.1955417209664,4.896790698656845e-07,21.925355462965275,0.005056039010174256,0.2753682448669523,0.00016143152481652975
SRGAP1.12,6.012684159049922,8.111664398124206e-07,20.185637390146344,0.009656082275255167,0.36696119921577774,3.229609751318783e-07
SRGAP1.8,6.012684159049922,8.111664398124206e-07,20.185637390146344,0.009656082275255167,0.36696119921577774,3.229609751318783e-07
SRGAP1.4,6.012684159049922,8.111664398124206e-07,20.185637390146344,0.009656082275255167,0.36696119921577774,3.229609751318783e-07
SRGAP1,6.012684159049922,8.111664398124206e-07,20.185637390146344,0.009656082275255167,0.36696119921577774,3.229609751318783e-07
HPGD.2,5.744402923153879,1.7051869886597758e-06,23.762277040708177,0.0025117693735020054,-0.19322985761715636,0.00877235320185142
HPGD,5.744402923153879,1.7051869886597758e-06,23.762277040708177,0.0025117693735020054,-0.19322985761715636,0.00877235320185142
IFI27,5.486717795037321,3.489474151411664e-06,16.37944539565132,0.037260101895013865,0.1833813765917734,0.012960684018896862
EGFEM1P,5.1200421523333395,9.70025565897645e-06,22.500085029453054,0.004069018928101259,-0.2526458745754534,0.0005596336049883627
CT45A1,4.863306633264275,1.988225566315079e-05,33.68335033044547,4.6359024445651146e-05,0.1514089389694949,0.04075655296778107
PAWR.1,4.520119733042227,5.195994572152086e-05,15.730094770824259,0.046410293606583795,-0.2962576162011032,4.66051875454494e-05
PAWR.3,4.520119733042227,5.195994572152086e-05,15.730094770824259,0.046410293606583795,-0.2962576162011032,4.66051875454494e-05
LILRA3,4.434581237975682,6.602192779816198e-05,16.388218312440646,0.0371488223184022,0.2686483311639129,0.00023586730189267927
LOC101928893,4.40339377949574,7.204634428721185e-05,16.396962381512417,0.037038216120919815,0.18889980629239173,0.010437790057024736
CLEC7A.6,4.305677760108128,9.471486903003466e-05,16.6302321797395,0.034198210486453384,0.21908496018892412,0.002885269625729877
CLEC7A.10,4.305677760108128,9.471486903003466e-05,16.6302321797395,0.034198210486453384,0.21908496018892412,0.002885269625729877
CLEC7A.14,4.305677760108128,9.471486903003466e-05,16.6302321797395,0.034198210486453384,0.21908496018892412,0.002885269625729877
CLEC7A.2,4.305677760108128,9.471486903003466e-05,16.6302321797395,0.034198210486453384,0.21908496018892412,0.002885269625729877
